date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-21:25:31,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,2.5,1000,5,2.26855,0.45371,0.458862,0.0246543,1
2024-12-04-21:25:35,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,2.5,1000,5,3.23312,0.646623,0.64677,0.0223249,1
2024-12-04-21:25:45,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Sphere,5,1000,5,8.09825,1.61965,1.66306,0.0726966,1
2024-12-04-21:25:55,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Circle,5,1000,5,8.53749,1.7075,1.72645,0.0628139,1
2024-12-04-21:26:05,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Cube,5,1000,5,7.65142,1.53028,1.58112,0.0787395,1
2024-12-04-21:26:15,pointer <Lpoint64> unsorted,10000000,numNeighSearch,Square,5,1000,5,8.61505,1.72301,1.74132,0.0750159,1
2024-12-04-21:26:19,linear <Lpoint64> ,10000000,neighSearch,Sphere,0.5,1000,5,0.108481,0.0216961,0.0220773,0.000803977,1
2024-12-04-21:26:19,linear <Lpoint64> ,10000000,neighSearch,Circle,0.5,1000,5,0.267495,0.053499,0.0531913,0.00106149,1
2024-12-04-21:26:20,linear <Lpoint64> ,10000000,neighSearch,Cube,0.5,1000,5,0.0989186,0.0197837,0.0190977,0.000899096,1
2024-12-04-21:26:20,linear <Lpoint64> ,10000000,neighSearch,Square,0.5,1000,5,0.276759,0.0553517,0.0546535,0.00147551,1
2024-12-04-21:26:20,linear <Lpoint64> ,10000000,neighSearch,Sphere,1,1000,5,0.33514,0.0670279,0.0671533,0.00185338,1
2024-12-04-21:26:21,linear <Lpoint64> ,10000000,neighSearch,Circle,1,1000,5,0.673855,0.134771,0.134821,0.00113328,1
2024-12-04-21:26:22,linear <Lpoint64> ,10000000,neighSearch,Cube,1,1000,5,0.346309,0.0692617,0.069953,0.0020822,1
2024-12-04-21:26:22,linear <Lpoint64> ,10000000,neighSearch,Square,1,1000,5,0.612236,0.122447,0.126055,0.00639146,1
2024-12-04-21:26:25,linear <Lpoint64> ,10000000,neighSearch,Sphere,2.5,1000,5,1.86011,0.372023,0.375651,0.00917805,1
2024-12-04-21:26:28,linear <Lpoint64> ,10000000,neighSearch,Circle,2.5,1000,5,2.59158,0.518317,0.517369,0.0166148,1
2024-12-04-21:26:30,linear <Lpoint64> ,10000000,neighSearch,Cube,2.5,1000,5,1.86124,0.372249,0.372764,0.00977017,1
2024-12-04-21:26:33,linear <Lpoint64> ,10000000,neighSearch,Square,2.5,1000,5,2.75636,0.551272,0.558417,0.0174496,1
2024-12-04-21:26:40,linear <Lpoint64> ,10000000,neighSearch,Sphere,5,1000,5,5.66798,1.1336,1.13176,0.0327795,1
2024-12-04-21:26:49,linear <Lpoint64> ,10000000,neighSearch,Circle,5,1000,5,7.66187,1.53237,1.53821,0.0323465,1
2024-12-04-21:26:57,linear <Lpoint64> ,10000000,neighSearch,Cube,5,1000,5,6.55078,1.31016,1.31928,0.0290922,1
2024-12-04-21:27:06,linear <Lpoint64> ,10000000,neighSearch,Square,5,1000,5,7.61735,1.52347,1.54104,0.04193,1
2024-12-04-21:27:06,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,0.5,1000,5,0.0851335,0.0170267,0.0172057,0.00028444,1
2024-12-04-21:27:06,linear <Lpoint64> ,10000000,numNeighSearch,Circle,0.5,1000,5,0.222099,0.0444198,0.044563,0.000559557,1
2024-12-04-21:27:07,linear <Lpoint64> ,10000000,numNeighSearch,Cube,0.5,1000,5,0.0915299,0.018306,0.0183255,8.66945e-05,1
2024-12-04-21:27:07,linear <Lpoint64> ,10000000,numNeighSearch,Square,0.5,1000,5,0.229829,0.0459657,0.0461949,0.00110509,1
2024-12-04-21:27:07,linear <Lpoint64> ,10000000,numNeighSearch,Sphere,1,1000,5,0.27353,0.0547061,0.0547343,7.53748e-05,1
2024-12-04-21:27:08,linear <Lpoint64> ,10000000,numNeighSearch,Circle,1,1000,5,0.56596,0.113192,0.11191,0.0021369,1
2024-12-04-21:27:08,linear <Lpoint64> ,10000000,numNeighSearch,Cube,1,1000,5,0.303857,0.0607714,0.0612993,0.00169759,1
2024-12-04-21:27:09,linear <Lpoint64> ,10000000,numNeighSearch,Square,1,1000,5,0.568239,0.113648,0.114309,0.00493794,1
