date,octree,npoints,operation,kernel,radius,num_searches,repeats,accumulated,mean,median,stdev,used_warmup
2024-12-04-13:27:36,pointer <Lpoint64> unsorted,29697591,neighSearch,Square,0.5,1000,5,5.46517,1.09303,1.10221,0.0389785,1
2024-12-04-13:27:48,pointer <Lpoint64> unsorted,29697591,neighSearch,Sphere,1,1000,5,10.2052,2.04104,2.02917,0.0668609,1
2024-12-04-13:28:06,pointer <Lpoint64> unsorted,29697591,neighSearch,Circle,1,1000,5,15.6066,3.12133,3.1377,0.064594,1
2024-12-04-13:28:19,pointer <Lpoint64> unsorted,29697591,neighSearch,Cube,1,1000,5,10.3363,2.06726,2.04215,0.0606128,1
2024-12-04-13:28:37,pointer <Lpoint64> unsorted,29697591,neighSearch,Square,1,1000,5,14.8516,2.97033,2.94938,0.101542,1
2024-12-04-13:28:37,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Sphere,0.1,1000,5,0.318148,0.0636295,0.0662674,0.0048692,1
2024-12-04-13:28:38,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Circle,0.1,1000,5,0.566521,0.113304,0.114046,0.00411704,1
2024-12-04-13:28:38,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Cube,0.1,1000,5,0.353712,0.0707423,0.0722095,0.00407239,1
2024-12-04-13:28:39,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Square,0.1,1000,5,0.563513,0.112703,0.114933,0.00489591,1
2024-12-04-13:28:40,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Sphere,0.2,1000,5,0.944817,0.188963,0.188644,0.000859597,1
2024-12-04-13:28:42,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Circle,0.2,1000,5,1.35788,0.271577,0.266959,0.0109161,1
2024-12-04-13:28:43,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Cube,0.2,1000,5,0.924328,0.184866,0.185658,0.00485693,1
2024-12-04-13:28:44,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Square,0.2,1000,5,1.32882,0.265765,0.263077,0.00645278,1
2024-12-04-13:28:48,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Sphere,0.5,1000,5,3.09645,0.619289,0.614146,0.0323156,1
2024-12-04-13:28:53,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Circle,0.5,1000,5,4.17543,0.835086,0.830589,0.0400104,1
2024-12-04-13:28:57,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Cube,0.5,1000,5,2.99438,0.598875,0.597645,0.0341089,1
2024-12-04-13:29:03,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Square,0.5,1000,5,4.81094,0.962188,0.955909,0.0341652,1
2024-12-04-13:29:12,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Sphere,1,1000,5,7.78943,1.55789,1.58139,0.0586277,1
2024-12-04-13:29:26,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Circle,1,1000,5,11.7353,2.34705,2.36518,0.0400699,1
2024-12-04-13:29:36,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Cube,1,1000,5,7.98277,1.59655,1.60483,0.0367765,1
2024-12-04-13:29:50,pointer <Lpoint64> unsorted,29697591,numNeighSearch,Square,1,1000,5,11.5987,2.31975,2.30706,0.0663521,1
2024-12-04-13:30:03,linear <Lpoint64> ,29697591,neighSearch,Sphere,0.1,1000,5,0.182649,0.0365298,0.0368852,0.00129055,1
2024-12-04-13:30:04,linear <Lpoint64> ,29697591,neighSearch,Circle,0.1,1000,5,0.377568,0.0755137,0.0745335,0.0018265,1
2024-12-04-13:30:04,linear <Lpoint64> ,29697591,neighSearch,Cube,0.1,1000,5,0.18884,0.037768,0.0379019,0.000860144,1
2024-12-04-13:30:04,linear <Lpoint64> ,29697591,neighSearch,Square,0.1,1000,5,0.374279,0.0748558,0.075991,0.0021034,1
2024-12-04-13:30:05,linear <Lpoint64> ,29697591,neighSearch,Sphere,0.2,1000,5,0.619585,0.123917,0.124535,0.00282979,1
2024-12-04-13:30:06,linear <Lpoint64> ,29697591,neighSearch,Circle,0.2,1000,5,1.04021,0.208043,0.206652,0.00242779,1
2024-12-04-13:30:07,linear <Lpoint64> ,29697591,neighSearch,Cube,0.2,1000,5,0.620823,0.124165,0.124524,0.00227147,1
2024-12-04-13:30:08,linear <Lpoint64> ,29697591,neighSearch,Square,0.2,1000,5,1.07874,0.215747,0.21601,0.00262793,1
2024-12-04-13:30:12,linear <Lpoint64> ,29697591,neighSearch,Sphere,0.5,1000,5,2.81232,0.562465,0.559453,0.0140687,1
2024-12-04-13:30:17,linear <Lpoint64> ,29697591,neighSearch,Circle,0.5,1000,5,4.27839,0.855679,0.856682,0.0180965,1
2024-12-04-13:30:20,linear <Lpoint64> ,29697591,neighSearch,Cube,0.5,1000,5,2.88968,0.577935,0.566068,0.0277748,1
2024-12-04-13:30:25,linear <Lpoint64> ,29697591,neighSearch,Square,0.5,1000,5,4.22678,0.845355,0.828409,0.0456782,1
2024-12-04-13:30:35,linear <Lpoint64> ,29697591,neighSearch,Sphere,1,1000,5,8.0761,1.61522,1.60776,0.0740673,1
2024-12-04-13:30:51,linear <Lpoint64> ,29697591,neighSearch,Circle,1,1000,5,13.4599,2.69198,2.74037,0.128275,1
2024-12-04-13:31:01,linear <Lpoint64> ,29697591,neighSearch,Cube,1,1000,5,8.18331,1.63666,1.63279,0.0478091,1
2024-12-04-13:31:17,linear <Lpoint64> ,29697591,neighSearch,Square,1,1000,5,13.7388,2.74775,2.80697,0.0891884,1
2024-12-04-13:31:18,linear <Lpoint64> ,29697591,numNeighSearch,Sphere,0.1,1000,5,0.155054,0.0310108,0.0316907,0.00141717,1
2024-12-04-13:31:18,linear <Lpoint64> ,29697591,numNeighSearch,Circle,0.1,1000,5,0.319354,0.0638708,0.0648139,0.0013153,1
2024-12-04-13:31:18,linear <Lpoint64> ,29697591,numNeighSearch,Cube,0.1,1000,5,0.161348,0.0322697,0.0324245,0.000348278,1
2024-12-04-13:31:19,linear <Lpoint64> ,29697591,numNeighSearch,Square,0.1,1000,5,0.302788,0.0605576,0.0602665,0.00173656,1
2024-12-04-13:31:19,linear <Lpoint64> ,29697591,numNeighSearch,Sphere,0.2,1000,5,0.507231,0.101446,0.0982328,0.00552838,1
2024-12-04-13:31:20,linear <Lpoint64> ,29697591,numNeighSearch,Circle,0.2,1000,5,0.746939,0.149388,0.149297,0.0117732,1
2024-12-04-13:31:21,linear <Lpoint64> ,29697591,numNeighSearch,Cube,0.2,1000,5,0.458108,0.0916216,0.0967767,0.00688205,1
2024-12-04-13:31:22,linear <Lpoint64> ,29697591,numNeighSearch,Square,0.2,1000,5,0.843319,0.168664,0.168585,0.0043292,1
2024-12-04-13:31:24,linear <Lpoint64> ,29697591,numNeighSearch,Sphere,0.5,1000,5,2.23249,0.446498,0.443617,0.0207544,1
2024-12-04-13:31:28,linear <Lpoint64> ,29697591,numNeighSearch,Circle,0.5,1000,5,3.21541,0.643081,0.642137,0.0363096,1
2024-12-04-13:31:31,linear <Lpoint64> ,29697591,numNeighSearch,Cube,0.5,1000,5,2.27595,0.455191,0.453552,0.0278821,1
2024-12-04-13:31:35,linear <Lpoint64> ,29697591,numNeighSearch,Square,0.5,1000,5,3.40718,0.681436,0.681801,0.0189926,1
